#Column	usrid	(I7)	User Table identifier	(cross_match.usrid)	"[""""]"	[meta.id]	
362	0.77	0.02	2CXO J003414.9-433847	33663.6	2	0	         
363	0.28	0.35	2CXO J095944.6+022626	188452.3	7	0	         
364	0.35	0.61	2CXO J002410.9-015647	36539.3	2	0	         
365	1.15	0.2	2CXO J143728.7+344547	4613.1	1	0	         
366	0.18	0.73	2CXO J063020.5+815937	47322.5	1	0	         
367	1.5	0	2CXO J002317.0-275319	6581.2	1	0	         
368	0.36	0.25	2CXO J122556.6+003535	2884.8	1	0	         
369	0.2	0.53	2CXO J005424.8+124215	19591.8	1	0	         
370	1.16	0.45	2CXO J161434.6+470418	3914.6	1	0	         
371	0.43	0.41	2CXO J214020.2-233452	91607.6	2	0	         
372	0.48	0.1	2CXO J140829.2+562823	14918.1	1	0	         
373	0.33	0.82	2CXO J095750.8+074544	14135.5	1	0	         
374	1.44	0	2CXO J033218.9-274755	5807521.9	83	0	         
375	0.99	0	2CXO J103934.1+395257	16093.9	3	0	         
376	1.39	0	2CXO J095955.1+015737	290703.1	6	1	79298.9
377	0.46	0.72	2CXO J124949.4-060723	5477	1	0	         
378	0.82	0	2CXO J134329.2+000132	9822.8	1	0	         
379	0.22	0.82	2CXO J141925.5+074953	5022.5	1	0	         
380	1.24	0.01	2CXO J172109.5+354215	35911.9	2	0	         
381	0.31	0.29	2CXO J124006.7+474003	4691.8	1	0	         
382	0.46	0.17	2CXO J145151.3+430256	25727.6	2	0	         
383	1.13	0	2CXO J005055.6+293328	3466.2	1	0	         
384	1.45	0	2CXO J033150.0-280102	1134230.2	14	0	         
385	0.49	0.11	2CXO J095846.7+023911	288010.4	9	0	         
386	0.78	0.01	2CXO J130413.1-053305	4988.1	1	0	         
387	1.13	0	2CXO J095241.4+515848	32026.8	2	0	         
388	1.36	0	2CXO J053238.9+073243	9234.2	1	0	         
388	1.53	0	2CXO J053238.8+073241	9234.2	1	0	         
389	0.3	0.35	2CXO J131914.2+520200	1542	1	0	         
390	0.73	0.02	2CXO J081910.2+211739	29738.3	1	0	         
391	1.21	0.04	2CXO J143307.8+342316	9128.8	2	0	         
392	0.78	0.01	2CXO J161541.2+471111	3914.6	1	0	         
393	0.79	0.01	2CXO J022436.9-000603	101369.5	2	0	         
394	0.3	0.68	2CXO J061728.5+710559	30633.3	1	0	         
395	0.77	0.01	2CXO J162432.1+565228	3837.9	1	0	         
396	0.46	0.17	2CXO J074408.4+375841	196948.7	4	0	         
397	1.51	0	2CXO J141927.0+075749	5022.5	1	0	         
398	0.4	0.56	2CXO J220203.2-320503	51757.2	2	0	         
399	0.94	0.07	2CXO J084121.5+360845	9318	1	0	         
400	1.02	0.2	2CXO J103333.9+573334	199679.9	5	0	         
401	0.4	0.21	2CXO J161330.8+510400	10786.5	1	0	         
402	0.67	0.02	2CXO J105339.7+573104	101099	3	1	124531.5
403	1.55	0	2CXO J101739.5-012728	9920.5	4	0	         
404	0.63	0.03	2CXO J173551.9+535515	5420.5	1	0	         
405	1.37	0	2CXO J033249.1-274050	3412942.7	49	0	         
406	0.36	0.24	2CXO J043125.1+645154	102827.3	2	0	         
407	0.36	0.26	2CXO J131135.6-012012	197173.6	6	0	         
408	1.42	0.05	2CXO J165150.6+345817	8598.7	1	0	         
409	1.36	0.26	2CXO J125826.4-020210	31974.3	2	0	         
410	0.84	0	2CXO J022150.6+132740	3482.9	1	0	         
411	1.51	0	2CXO J032402.0-003035	8306.5	1	0	         
412	1.35	0	2CXO J084309.8+292919	34549.6	2	0	         
413	0.61	0.04	2CXO J152144.8+525448	19914.3	1	0	         
414	0.78	0.01	2CXO J090651.5+495235	5384.7	1	0	         
415	1.14	0.39	2CXO J124747.3+102231	5282.6	1	0	         
416	0.26	0.4	2CXO J100117.7+023309	211315.9	7	0	         
417	1.31	0	2CXO J142452.0+263715	10339.7	1	0	         
418	0.19	0.58	2CXO J150935.8+570325	88983.6	1	0	         
419	0.36	0.22	2CXO J095800.4+022452	234903.4	5	0	         
420	1.03	0	2CXO J143102.2+341958	23559.2	4	0	         
421	0.41	0.33	2CXO J104647.4+590122	136419.5	2	0	         
422	1.54	0	2CXO J030041.3-002746	49543.8	1	0	         
423	1.56	0	2CXO J111119.0+133603	1557.3	1	0	         
424	0.82	0	2CXO J134105.7+674019	8908.8	1	0	         
425	0.93	0	2CXO J141558.8+132023	19455.8	1	0	         
426	1.16	0	2CXO J023524.0-070952	5048.8	1	0	         
427	0.56	0.11	2CXO J140438.8+432707	6683.5	1	0	         
428	0.44	0.32	2CXO J033122.2-275755	645253.9	7	0	         
429	0.3	0.32	2CXO J125359.6+462750	1822.2	1	0	         
430	0.36	0.25	2CXO J150822.7+014755	10419.9	1	0	         
431	0.83	0.01	2CXO J140747.2+645419	3708.2	1	0	         
432	1.19	0.05	2CXO J142504.7+344842	4713.9	1	0	         
433	0.46	0.43	2CXO J033720.8-345123	19106.5	2	0	         
434	0.66	0.03	2CXO J153650.2+500810	4619.2	1	0	         
435	0.76	0.01	2CXO J132512.5+112329	4700.5	1	0	         
436	1.1	0.11	2CXO J090053.2+422054	3905.1	1	0	         
437	0.38	0.28	2CXO J100037.3+024950	99149.1	3	0	         
438	0.63	0.06	2CXO J093514.7+033545	1781.9	1	0	         
439	1.19	0.16	2CXO J092307.3+305926	5086.8	1	0	         
440	1.47	0.28	2CXO J104248.6+010721	1733.3	1	0	         
441	0.51	0.2	2CXO J103400.7+574744	116723.5	2	0	         
442	0.52	0.47	2CXO J115911.5+440817	83995.5	2	0	         
443	1.39	0	2CXO J100022.7+024829	289752.9	10	0	         
444	0.73	0.19	2CXO J124445.7+111655	5089.8	1	0	         
445	0.37	0.25	2CXO J100030.0+025142	99149.1	3	0	         
446	1.08	0.3	2CXO J005633.0+002942	9912.4	1	0	         
447	0.82	0.05	2CXO J091940.9+334310	3007.8	1	0	         
448	1.38	0	2CXO J105659.4-034715	89169.8	1	0	         
449	1.14	0.5	2CXO J142739.5+331215	4612.5	1	0	         
450	0.49	0.11	2CXO J132224.4+422643	1962.6	1	0	         
451	1.04	0.78	2CXO J020930.4+001915	3544.9	1	0	         
452	0.42	0.23	2CXO J114851.6+514528	33610.5	1	0	         
453	1.22	0.03	2CXO J145303.6+335719	14841.5	1	0	         
454	0.71	0.04	2CXO J104133.4-000236	10303.9	1	0	         
455	1.38	0	2CXO J005717.8-271830	20009.7	2	0	         
456	0.45	0.36	2CXO J142848.3+350315	60450.9	5	0	         
457	0.98	0	2CXO J161156.2+451611	3783.2	1	0	         
458	0.45	0.2	2CXO J100043.9+021452	339061.3	11	1	79298.9
459	1.44	0	2CXO J150113.1+232908	3368	1	0	         
460	0.87	0.07	2CXO J104642.3+591802	65393.5	1	0	         
461	1.63	0	2CXO J154856.7-045933	14969.6	1	0	         
462	0.32	0.79	2CXO J082322.3+221742	5617.3	1	0	         
463	0.3	0.34	2CXO J043646.8+293832	46782.2	1	0	         
464	1	0	2CXO J101215.6-030700	9382.4	1	0	         
465	0.28	0.76	2CXO J095640.4+411043	59204.1	3	0	         
466	0.36	0.27	2CXO J113128.4-195903	13899.2	1	0	         
467	1.53	0	2CXO J015313.2+005306	19880.6	1	0	         
468	1.05	0	2CXO J155633.7+351757	64354.2	2	0	         
469	0.17	0.87	2CXO J124057.3+110110	5089.9	1	0	         
470	0.4	0.17	2CXO J221935.3-271903	45900.1	2	0	         
471	1.13	0	2CXO J033303.3-275922	695925.6	10	0	         
472	0.45	0.18	2CXO J160630.6+542007	9190.9	2	0	         
473	1.11	0	2CXO J135317.7+332927	41661.6	2	0	         
474	0.9	0	2CXO J212407.6+115056	13985.6	1	0	         
475	0.48	0.19	2CXO J150934.1+570314	88983.6	1	0	         
476	1.2	0.04	2CXO J113008.7-144737	27358.1	1	0	         
477	0.86	0	2CXO J171535.9+632335	4252.7	1	0	         
478	1.3	0.18	2CXO J100441.7+423234	7630.4	1	0	         
479	0.49	0.12	2CXO J151010.3+570609	88983.6	1	0	         
480	0.84	0	2CXO J134450.6+555531	44193.4	1	0	         
481	1.26	0.02	2CXO J162128.7-003850	1567.1	1	0	         
482	0.96	0.55	2CXO J221406.1-171218	19781.5	1	0	         
483	1.45	0	2CXO J123132.3+013813	4090.5	1	0	         
484	1.16	0	2CXO J133344.2+375752	29793.7	1	0	         
485	0.39	0.19	2CXO J091501.7+241812	3204.8	1	0	         
486	1.4	0	2CXO J115822.9+123520	30827.5	1	0	         
487	1.23	0	2CXO J163950.4+434003	4007.9	1	0	         
488	0.38	0.2	2CXO J114052.8-262911	39273	1	0	         
489	0.46	0.12	2CXO J100141.3+021031	240450.5	7	1	79298.9
490	0.5	0.11	2CXO J100128.0+021819	187710.1	4	1	79298.9
491	0.74	0.78	2CXO J080507.7+523525	3075.8	1	0	         
492	0.43	0.16	2CXO J135022.1+094011	19779.6	1	0	         
493	0.93	0.01	2CXO J133808.9+292413	37644.5	1	0	         
494	0.8	0.03	2CXO J005811.4-272635	20613.9	2	0	         
495	1.11	0	2CXO J082020.1+364004	7276.3	1	0	         
496	1.35	0	2CXO J095404.9+174218	69121.9	2	0	         
497	0.22	0.69	2CXO J003326.1-432613	36610.8	1	0	         
498	0.83	0.46	2CXO J104836.0+591206	71139.3	1	0	         
499	0.24	0.43	2CXO J095900.2+022811	236177.2	7	0	         
500	0.39	0.26	2CXO J100044.4+025324	99149.1	3	0	         
501	1.41	0	2CXO J004351.5+005501	4603.4	1	0	         
502	1.01	0	2CXO J134322.0+000009	9822.8	1	0	         
503	1.07	0	2CXO J100205.3+554257	31252.5	2	0	         
504	1.14	0	2CXO J092832.8+184824	3977.3	1	0	         
505	0.99	0	2CXO J095845.2+022442	284052	8	0	         
506	0.5	0.09	2CXO J131719.0+291112	111355.7	1	0	         
507	0.28	0.37	2CXO J033153.5-274843	5807509.3	83	0	         
508	0.55	0.08	2CXO J103202.9+573208	38457.1	1	0	         
509	1.03	0.22	2CXO J115628.3+233316	4990	1	0	         
510	1.22	0	2CXO J032444.2-291821	3809	1	0	         
511	0.89	0.01	2CXO J104409.3+590002	67076.3	1	0	         
512	0.24	0.42	2CXO J205829.9-423634	44870.9	1	0	         
513	0.32	0.27	2CXO J114702.5+162534	13889.4	1	0	         
514	0.99	0	2CXO J101957.7+452949	61625.1	1	0	         
515	0.46	0.15	2CXO J132138.3+511743	3197.2	1	0	         
516	0.95	0	2CXO J131132.8+220400	37556.5	2	0	         
517	0.35	0.27	2CXO J110516.4+111801	6949.9	1	0	         
518	0.46	0.12	2CXO J100038.3+013708	148498	3	0	         
519	0.35	0.24	2CXO J115351.1+113649	11035.6	1	0	         
520	0.87	0	2CXO J124209.8+372005	4731.4	1	0	         
521	0.5	0.1	2CXO J080323.0+481618	3706.1	1	0	         
522	0.54	0.19	2CXO J100152.2+015608	291887.3	8	0	         
523	0.4	0.8	2CXO J104505.9+592125	65745.4	1	0	         
524	0.67	0.06	2CXO J003334.3-432220	36610.8	1	0	         
525	0.42	0.17	2CXO J033214.4-275111	5820805.7	83	0	         
526	1.37	0	2CXO J151026.1+074124	4867.3	1	0	         
527	0.46	0.12	2CXO J095500.1-013006	19843.9	1	0	         
528	0.92	0.45	2CXO J222259.6-300417	5286.8	2	0	         
529	0.61	0.06	2CXO J091828.5+513932	16271.3	2	0	         
530	0.66	0.29	2CXO J143303.4-010709	21411.8	1	0	         
531	0.9	0.07	2CXO J104452.2+591415	65748.5	1	0	         
532	0.75	0.72	2CXO J145319.1+430543	17677.3	1	0	         
533	0.79	0.01	2CXO J100129.8+023238	182511	6	0	         
534	0.99	0.05	2CXO J165108.8+345634	17205.1	2	0	         
535	1.22	0.01	2CXO J023958.9-013548	7085.8	1	0	         
536	0.55	0.07	2CXO J133441.8+380011	55593.2	2	0	         
537	1.24	0.16	2CXO J232632.8-000326	8838.9	1	0	         
538	0.44	0.22	2CXO J143543.7+342906	4714	1	0	         
539	0.4	0.17	2CXO J172314.1+654746	2423.1	1	0	         
540	1.04	0	2CXO J214328.9-453850	5682.9	1	0	         
541	0.49	0.15	2CXO J105655.1-034322	89169.8	1	0	         
542	1.25	0	2CXO J132323.7-002155	4359.3	1	0	         
543	0.61	0.04	2CXO J022054.3-015650	7948.6	1	0	         
544	0.85	0.39	2CXO J003336.2-434032	29569.5	1	0	         
545	0.98	0	2CXO J105348.5+515713	20491.2	1	0	         
546	1.34	0	2CXO J143352.2+052729	5020.6	1	0	         
547	0.45	0.12	2CXO J173442.6+160032	2996	1	0	         
548	1.44	0	2CXO J033422.0-011517	74252.8	3	0	         
549	1.47	0.02	2CXO J232740.0-000143	8832.7	1	0	         
550	0.92	0	2CXO J141855.4+244108	29762.6	1	0	         
551	0.34	0.25	2CXO J093949.6+414154	7080.4	1	0	         
552	1.41	0	2CXO J125055.2-015556	4703.4	1	0	         
553	1.22	0	2CXO J214851.7-274657	24800.1	1	0	         
554	0.53	0.39	2CXO J033204.7-274614	6048234.9	85	0	         
555	1.07	0	2CXO J133512.5+380246	25145.6	1	0	         
556	0.43	0.19	2CXO J105233.8+454949	19415.5	1	0	         
557	0.29	0.46	2CXO J003318.3+612743	         	0	1	1131.4
558	0.73	0.24	2CXO J104919.4+585850	68852.6	1	0	         
559	1.24	0.06	2CXO J113910.3-010450	14868.2	1	0	         
560	1.42	0	2CXO J125311.8-091337	127850.4	3	0	         
561	1.08	0	2CXO J043654.8+294018	46782.2	1	0	         
562	0.41	0.74	2CXO J231739.9+002737	150043.8	1	0	         
563	1.22	0.22	2CXO J075840.8+323959	32624.3	1	0	         
564	1.31	0.25	2CXO J132117.1+341137	14072.3	1	0	         
565	0.98	0	2CXO J131104.6+272807	7948.6	1	0	         
566	1.35	0	2CXO J100037.9+020822	241355.3	7	1	79298.9
567	0.4	0.22	2CXO J173836.1+583748	8489.4	2	0	         
568	0.55	0.44	2CXO J161834.0+345625	4868.8	1	0	         
569	0.4	0.71	2CXO J122641.4-002005	4896.8	1	0	         
571	0.8	0.01	2CXO J100226.1+024610	149884.5	4	0	         
572	0.36	0.32	2CXO J100238.7+013936	144299.5	4	0	         
573	1.46	0.31	2CXO J110524.8-001152	9942.8	1	0	         
574	1.02	0	2CXO J094336.9-081930	5351.9	1	0	         
575	0.9	0	2CXO J104838.2-411400	4329.7	1	0	         
576	0.52	0.08	2CXO J100051.9+015919	288418	8	1	79298.9
577	0.42	0.2	2CXO J024145.2+003028	5033.1	1	0	         
578	0.59	0.05	2CXO J114111.6-014306	10021.9	1	0	         
579	1.54	0	2CXO J014756.9+000021	16723.2	2	0	         
580	1.6	0	2CXO J100035.2+024302	189864.8	7	0	         
581	1.54	0	2CXO J123128.5+013523	4090.5	1	0	         
582	1.14	0.16	2CXO J222807.8-303119	22270	1	0	         
583	0.9	0.49	2CXO J033747.8-050720	59742.6	1	0	         
584	0.68	0.62	2CXO J142746.7+441719	9385	1	0	         
585	1.1	0.01	2CXO J095958.1+024057	240484.7	10	0	         
586	0.75	0.04	2CXO J103623.0+622849	7370.9	1	0	         
587	1	0.43	2CXO J104332.9+010107	1733.5	1	0	         
588	0.45	0.27	2CXO J104624.9+584839	69257.5	1	0	         
589	0.68	0.49	2CXO J112951.2-015037	4815	1	0	         
590	0.34	0.3	2CXO J113244.6+343551	39613.6	1	0	         
591	0.86	0.01	2CXO J005818.1-272848	20613.9	2	0	         
592	0.51	0.28	2CXO J135026.2+241155	24740.9	1	0	         
593	0.8	0.05	2CXO J144344.7+423327	5188	1	0	         
594	1.45	0	2CXO J134332.6-000203	9822.8	1	0	         
595	0.84	0	2CXO J124955.4+051627	4900.4	1	0	         
596	1.22	0.04	2CXO J022700.9-044517	74950.1	1	0	         
597	0.43	0.17	2CXO J003331.6-433313	29575.9	1	0	         
598	0.92	0.32	2CXO J141905.0+522527	232853.9	5	0	         
599	1.23	0.01	2CXO J033927.5-352449	92971.7	2	0	         
600	0.7	0.44	2CXO J090943.5+513115	2922.5	1	0	         
601	0.94	0.11	2CXO J094424.1+092424	6397.9	1	0	         
602	1.27	0	2CXO J124825.8+083020	29724.2	1	0	         
603	0.66	0.02	2CXO J123741.2+264227	10173.4	1	0	         
604	1.51	0.03	2CXO J084102.8+131715	37202.7	1	0	         
605	0.94	0	2CXO J153150.1+242108	9953.3	2	0	         
606	1.1	0	2CXO J133526.7+405956	19596	1	0	         
607	0.38	0.19	2CXO J235833.2+003453	1951.4	1	0	         
608	0.4	0.18	2CXO J073733.0+392037	1538.7	1	0	         
609	0.37	0.22	2CXO J003319.1-433711	29569.5	1	0	         
610	0.48	0.44	2CXO J145143.7+430600	17677.3	1	0	         
611	1.51	0	2CXO J095756.7+024840	49435.3	1	0	         
612	0.55	0.18	2CXO J155604.9+243235	20036.6	1	0	         
613	0.98	0.17	2CXO J233130.1+001632	38746.6	3	0	         
614	0.32	0.47	2CXO J103808.7+472735	9835.5	1	0	         
615	1.38	0.02	2CXO J114102.3-262745	39273	1	0	         
616	0.55	0.12	2CXO J170355.2+514936	32235.3	1	0	         
617	0.45	0.14	2CXO J133431.2+374953	59799.4	2	0	         
618	0.39	0.54	2CXO J125507.3+085239	15967.5	1	0	         
619	0.44	0.13	2CXO J123636.7+621156	1797266.2	17	0	         
620	0.79	0.01	2CXO J133749.0+375356	33602.3	1	0	         
621	0.49	0.1	2CXO J103633.5+282821	4136	1	0	         
622	1.18	0	2CXO J033518.1-150616	4952.3	1	0	         
623	0.87	0	2CXO J092636.3+305504	20145.9	4	0	         
624	0.44	0.43	2CXO J074720.4+385539	38996.3	1	0	         
625	1.24	0	2CXO J123527.7+121338	36387.1	5	0	         
626	0.61	0.06	2CXO J105641.3-033853	89173.1	1	0	         
627	0.42	0.23	2CXO J100013.7+021221	194254.1	6	1	79298.9
628	1.16	0	2CXO J093348.3+313335	6100.6	1	0	         
629	0.73	0.26	2CXO J132558.1+073623	20768.2	4	0	         
630	1.03	0	2CXO J143628.0+335524	14773.3	3	0	         
631	0.94	0.05	2CXO J142538.9+331009	14743.5	3	0	         
632	0.39	0.4	2CXO J142214.5-002915	6950.6	1	0	         
633	0.74	0.05	2CXO J171456.2+593700	29660.7	1	0	         
634	0.37	0.33	2CXO J230459.6+121205	34865.7	2	0	         
635	1.02	0.59	2CXO J212419.3-004646	3903.8	1	0	         
636	0.47	0.11	2CXO J123719.8+620955	1797294.1	17	0	         
637	0.58	0.16	2CXO J170355.7+604511	9147.2	1	0	         
638	1.57	0.01	2CXO J114851.6+124949	38396.6	1	0	         
639	0.69	0.02	2CXO J084854.4+445150	186600.6	2	0	         
640	0.29	0.37	2CXO J100033.4+015237	290971.7	6	1	79298.9
641	0.99	0.01	2CXO J221603.1-174316	97802.9	2	0	         
642	0.56	0.16	2CXO J085058.8+115138	46257.9	1	0	         
643	0.77	0.01	2CXO J102700.5+364016	1030	1	0	         
644	1.34	0	2CXO J121217.2+131218	4658.3	1	0	         
645	0.59	0.07	2CXO J103319.9+574820	148532.5	3	0	         
646	0.63	0.08	2CXO J154321.3+662154	31051.3	1	0	         
647	1.1	0	2CXO J120507.6-074527	38964.8	2	0	         
648	0.86	0	2CXO J122711.6+630646	1822.2	1	0	         
649	0.7	0.02	2CXO J181536.7+612711	4897.2	1	0	         
650	0.95	0.01	2CXO J053949.9-283832	29793.8	1	0	         
651	0.94	0.18	2CXO J124459.7-002911	4935.1	1	0	         
652	0.62	0.03	2CXO J133206.9+624202	5400	1	0	         
653	1.18	0	2CXO J100132.8+013847	144478.5	3	0	         
654	1.32	0.01	2CXO J115938.4+292056	60469.9	1	0	         
655	1.48	0	2CXO J210748.2-062154	9554.3	1	0	         
656	0.97	0	2CXO J102229.3+192939	6606.9	1	0	         
657	0.95	0.11	2CXO J030446.3+034947	29768.8	1	0	         
658	0.47	0.11	2CXO J110610.7+640009	3646.5	1	0	         
659	0.51	0.45	2CXO J220735.1+000401	3917.8	1	0	         
660	1.01	0.22	2CXO J082636.6+431104	9895.4	1	0	         
661	0.9	0	2CXO J003548.4-431444	95459.5	2	0	         
662	0.45	0.48	2CXO J142858.1+322850	4852.3	1	0	         
663	1.3	0	2CXO J033140.1-274746	674348.3	9	0	         
664	0.78	0.36	2CXO J122834.6+063159	1948	1	0	         
665	1.47	0	2CXO J121540.4-003433	44520.3	1	0	         
666	1.46	0.5	2CXO J151015.9+112211	4900.4	1	0	         
667	0.79	0.01	2CXO J100434.9+411242	201286.3	9	0	         
668	0.58	0.05	2CXO J171651.7+670854	51730.2	1	0	         
669	0.47	0.17	2CXO J095511.3+594030	5680.7	1	0	         
670	0.6	0.08	2CXO J022659.9-044430	74950.1	1	0	         
671	0.53	0.07	2CXO J110502.0+594103	10086.8	2	0	         
672	1.31	0	2CXO J015650.2+005308	5573.3	1	0	         
673	0.56	0.06	2CXO J150953.7+570048	88983.6	1	0	         
674	1.09	0.09	2CXO J123300.8+471927	9923.8	1	0	         
675	0.53	0.38	2CXO J074958.4+555527	24080.2	1	0	         
676	0.91	0	2CXO J033216.1-274942	5820796.7	83	0	         
677	0.5	0.15	2CXO J142511.3+332026	9425.7	2	0	         
678	1.13	0	2CXO J153714.2+271610	5989.8	1	0	         
679	1.51	0	2CXO J095921.2+024412	240947.8	8	0	         
680	0.36	0.66	2CXO J134420.9+000227	19456.1	2	0	         
681	0.49	0.48	2CXO J004311.6-093816	9830.9	1	0	         
682	0.4	0.73	2CXO J141623.5+112440	38180.8	1	0	         
683	0.59	0.07	2CXO J003541.2-431022	63716.2	1	0	         
684	0.56	0.06	2CXO J164442.5+261913	2946.5	1	0	         
685	1.15	0.45	2CXO J001317.4-000635	6658.5	1	0	         
686	1.38	0.05	2CXO J023954.5-013233	7085.8	1	0	         
687	1.05	0	2CXO J003353.5-432127	36610.9	1	0	         
688	1.35	0.02	2CXO J005357.6+124743	19588.7	1	0	         
689	1.03	0	2CXO J131059.7+560139	2003	1	0	         
690	1.11	0	2CXO J130128.8+291503	18656.7	2	0	         
691	1.41	0	2CXO J161751.9-001957	1964.4	1	0	         
692	0.54	0.43	2CXO J114119.2-014856	10021.9	1	0	         
693	1.38	0	2CXO J083643.8+005452	5683.9	1	0	         
694	0.92	0.05	2CXO J091718.8+113359	9985.8	1	0	         
695	0.39	0.2	2CXO J082443.3+295923	1981.5	1	0	         
696	1.25	0	2CXO J121727.9+115504	5093.1	1	0	         
697	0.9	0	2CXO J160246.3+524358	19911.6	1	0	         
698	0.8	0.53	2CXO J120925.2-005749	34315.3	1	0	         
699	1.49	0.01	2CXO J233331.1+000811	17674.7	2	0	         
700	0.49	0.11	2CXO J152157.4+285918	4578.2	1	0	         
701	0.29	0.51	2CXO J131800.2+325752	2628	1	0	         
702	0.59	0.04	2CXO J134447.4+555411	44193.4	1	0	         
703	1.32	0.08	2CXO J140837.2+020757	5999.9	1	0	         
704	1.28	0.03	2CXO J102134.2+215436	18929.1	1	0	         
705	1.34	0	2CXO J095907.6+022816	236177.2	7	0	         
706	0.94	0.07	2CXO J104746.7+124541	115614	2	0	         
707	0.42	0.27	2CXO J051603.1+245825	9913.4	1	0	         
708	0.41	0.2	2CXO J171712.8+304616	33631.9	1	0	         
709	0.62	0.04	2CXO J124823.9-195918	5086.9	1	0	         
710	0.55	0.45	2CXO J142312.7+452858	35805.2	1	0	         
711	0.49	0.12	2CXO J113724.0+300337	19840.8	1	0	         
712	0.37	0.24	2CXO J091107.8+541824	171046.6	2	0	         
713	0.4	0.63	2CXO J124142.6+412259	56575.4	2	0	         
714	1.12	0.04	2CXO J042154.3+325310	18792.5	1	0	         
715	0.58	0.05	2CXO J122652.0-001159	4896.9	1	0	         
716	0.51	0.09	2CXO J123716.1+620708	669792.2	7	0	         
717	0.96	0	2CXO J143830.2+353915	4609.9	1	0	         
718	1.49	0	2CXO J023101.4+002403	8465	1	0	         
719	1.09	0	2CXO J143525.2+400112	6877.6	1	0	         
720	1.02	0	2CXO J144935.9+631835	65540.5	3	0	         
721	0.77	0.02	2CXO J114900.1+592224	38542.3	1	0	         
722	1.3	0.06	2CXO J014744.0-000232	16723.2	2	0	         
723	0.91	0.17	2CXO J003344.9-434352	53230.1	2	0	         
724	1.08	0	2CXO J100040.1+024751	99149.1	3	0	         
725	0.47	0.11	2CXO J095840.3+020807	236250.7	5	0	         
726	0.52	0.07	2CXO J092347.9+310754	5086.8	1	0	         
727	0.45	0.23	2CXO J004821.6-285207	14849.6	1	0	         
728	0.49	0.11	2CXO J100158.0+014621	292635.2	8	0	         
729	0.56	0.06	2CXO J172419.0+505740	19871.4	1	0	         
730	0.6	0.73	2CXO J113000.6+583248	24296.8	1	0	         
731	0.51	0.09	2CXO J005734.9-012327	7945.5	1	0	         
732	0.4	0.18	2CXO J100201.3+024029	199327.9	5	0	         
733	0.88	0.58	2CXO J140854.8+021424	5999.9	1	0	         
734	0.98	0	2CXO J073739.9+384413	10492.6	1	0	         
735	1.05	0	2CXO J221756.6-594130	9807	2	0	         
736	0.94	0.07	2CXO J104644.0+590028	136419.5	2	0	         
737	0.83	0	2CXO J141449.5+361240	367016.7	5	0	         
738	1.18	0	2CXO J033214.9-275127	5820802.6	83	0	         
739	1.39	0.25	2CXO J024300.7-001055	2700.8	1	1	39736.6
740	1.35	0.01	2CXO J121432.7+142214	4499.1	1	0	         
741	0.75	0.01	2CXO J124052.8-364521	8711.8	1	0	         
742	0.53	0.07	2CXO J033339.5-391841	20533	2	0	         
743	0.5	0.15	2CXO J122824.2+114349	5092	1	0	         
744	0.67	0.02	2CXO J123635.5+621424	1797266.2	17	0	         
