#Column	usrid	(I7)	User Table identifier	(cross_match.usrid)	"[""""]"	[meta.id]	
745	0.59	0.06	2CXO J152922.2+592854	3748.1	1	0	         
746	0.95	0	2CXO J035135.7-274435	19885.8	1	0	         
747	1.08	0	2CXO J091059.3+541716	171046.5	2	0	         
748	1.07	0	2CXO J121651.8+375438	49213.9	1	0	         
749	0.66	0.24	2CXO J104654.6+591632	65393.5	1	0	         
750	0.92	0.43	2CXO J021825.9-045945	84472.7	1	0	         
751	0.91	0	2CXO J150953.2+570547	88983.6	1	0	         
752	0.45	0.12	2CXO J020011.5-093126	28929.4	2	0	         
753	0.56	0.45	2CXO J104616.6+591626	132897.8	2	0	         
754	0.48	0.23	2CXO J133402.5+375129	59789.8	2	0	         
755	1.13	0	2CXO J142622.6+334202	44037.7	3	0	         
756	0.37	0.39	2CXO J144514.0-002525	4277.7	1	0	         
757	1.14	0.19	2CXO J155855.9+395651	6138.9	1	0	         
758	1.34	0.24	2CXO J125855.3+121249	9221.3	1	0	         
759	0.75	0.01	2CXO J090630.7+693030	29790.7	1	0	         
760	0.39	0.18	2CXO J163700.2+222114	4371	1	0	         
761	1.29	0	2CXO J160455.3+381201	8295.3	1	0	         
762	0.86	0.01	2CXO J170425.1+514716	32235.3	1	0	         
763	0.4	0.34	2CXO J143057.2+324441	9909.6	2	0	         
764	1.63	0	2CXO J095852.0+025156	49432.2	1	0	         
765	0.99	0	2CXO J144554.7+012903	5935.2	1	0	         
766	0.62	0.03	2CXO J130724.0+460401	19094.3	1	0	         
767	1.62	0	2CXO J100137.5+022155	236833.7	5	0	         
768	1.06	0.05	2CXO J034524.4-055747	19818.9	1	0	         
769	0.99	0.1	2CXO J130051.7+275219	62899.7	1	3	37965.5
770	1.09	0	2CXO J080430.4+645952	8025.1	2	0	         
771	0.53	0.07	2CXO J082549.5+471027	7973	1	0	         
772	0.65	0.11	2CXO J123025.9+030535	3516.5	1	0	         
773	1.25	0	2CXO J143031.7+322145	33708.2	2	0	         
774	0.79	0.01	2CXO J104503.3+591242	65745.4	1	0	         
775	1.1	0.67	2CXO J145528.6+031300	6344.2	1	0	         
776	0.81	0.01	2CXO J100107.3+021100	240886.4	8	1	79298.9
777	0.71	0.06	2CXO J103456.3+393941	5055.2	1	0	         
778	0.46	0.11	2CXO J141500.4+520658	198022.6	6	0	         
779	1.01	0.21	2CXO J124938.4+050924	4900.4	1	0	         
780	0.38	0.19	2CXO J145210.5+292409	4021.7	1	0	         
781	0.79	0.01	2CXO J100420.1+051300	4934.8	1	0	         
782	0.94	0.03	2CXO J142551.2+350112	9358.2	2	0	         
783	0.48	0.33	2CXO J130729.5+462719	29649.5	2	0	         
784	0.77	0.24	2CXO J160934.1+550015	9292	2	0	         
785	0.66	0.19	2CXO J025449.4+414550	47850.3	1	0	         
786	0.94	0	2CXO J212246.3+170437	19776.6	1	0	         
787	1.34	0	2CXO J095938.9+021200	241461.9	6	0	         
788	0.77	0.2	2CXO J142428.1+351922	19558.5	2	0	         
789	0.29	0.33	2CXO J094941.1+295519	6517.6	1	0	         
790	1.34	0	2CXO J033318.9-273342	240076.6	2	0	         
791	0.45	0.19	2CXO J171635.6+671625	51727	1	0	         
792	0.37	0.42	2CXO J133530.3+375750	54942.6	2	0	         
793	0.59	0.04	2CXO J085605.8+450520	10527.7	1	0	         
794	0.51	0.11	2CXO J033300.6-273457	240092	2	0	         
795	1.11	0.01	2CXO J074611.1+200429	29455.7	1	0	         
796	1.44	0.23	2CXO J225215.7+132141	19569.8	1	0	         
797	0.36	0.89	2CXO J014717.1+001035	6186.3	1	0	         
798	1.47	0	2CXO J123346.5+132222	5093.1	1	0	         
799	0.69	0.62	2CXO J233128.2+194602	4663.4	1	0	         
800	0.54	0.86	2CXO J003324.1-431701	36610.9	1	0	         
801	1.27	0.16	2CXO J143019.8-000445	1945.3	1	0	         
802	0.61	0.19	2CXO J132432.6+304557	48391.5	2	0	         
803	0.78	0.01	2CXO J104738.0+590137	71133.1	1	0	         
804	0.74	0.01	2CXO J002037.9+284231	8961.3	1	0	         
805	0.63	0.04	2CXO J075054.6+425219	4033.6	1	0	         
806	0.8	0.03	2CXO J133037.1-003320	14872	1	0	         
807	1.31	0	2CXO J224022.8+032450	489577.5	26	0	         
808	1.15	0	2CXO J084905.0+445714	186616.7	2	0	         
809	0.46	0.17	2CXO J131926.5+105611	1822.6	1	0	         
810	0.43	0.29	2CXO J150941.2+565856	88983.6	1	0	         
811	1.11	0	2CXO J144852.1+473509	6925.6	1	0	         
812	1.4	0	2CXO J024250.9-000031	50143.4	2	1	39736.6
813	1.29	0.17	2CXO J151521.6+312253	4136.4	1	0	         
814	1.5	0	2CXO J100024.8+023956	332297.1	12	0	         
815	0.57	0.9	2CXO J110520.3-000909	9942.8	1	0	         
816	1.37	0	2CXO J100118.5+022738	182511	6	0	         
817	0.81	0.01	2CXO J171419.2+611944	4622.3	1	0	         
818	0.64	0.07	2CXO J135601.2+182451	49325.8	1	0	         
819	0.3	0.32	2CXO J100038.1+024830	99149.1	3	0	         
820	0.59	0.35	2CXO J033132.8-280116	1012707.6	13	0	         
821	0.52	0.12	2CXO J115108.8+471509	5005.3	1	0	         
822	0.62	0.41	2CXO J014156.0-004614	19803.8	1	0	         
823	0.57	0.34	2CXO J110122.7+164213	10012.4	1	0	         
824	0.54	0.21	2CXO J121808.4+471613	14040.7	1	0	         
825	0.38	0.21	2CXO J095958.4+022238	238176	8	0	         
826	1.16	0	2CXO J000338.9+160220	58331.4	1	0	         
827	1.11	0.19	2CXO J024308.1-000127	         	0	1	39736.6
828	1.03	0	2CXO J160913.1+535429	14796.5	2	0	         
829	0.66	0.02	2CXO J104943.3+583750	4693.6	1	0	         
830	1.02	0.01	2CXO J003332.0-432007	36610.9	1	0	         
831	1.57	0	2CXO J142849.1+004940	52632.4	1	0	         
832	1.46	0.1	2CXO J022800.9+003944	51169.1	4	0	         
833	0.44	0.15	2CXO J104353.4+585316	67082.5	1	0	         
834	1.2	0	2CXO J111657.2+181215	38494.4	1	0	         
835	0.62	0.04	2CXO J075214.3+273650	29649.6	1	0	         
836	0.59	0.14	2CXO J021113.3-000901	4887	1	0	         
837	0.91	0.06	2CXO J093532.9+612738	49319.5	1	0	         
838	1.05	0	2CXO J141624.6+231614	14565.2	1	0	         
839	1.36	0	2CXO J212512.4-071329	6879.5	1	0	         
840	0.56	0.2	2CXO J165110.2+350511	17201.4	2	0	         
841	0.84	0	2CXO J135837.9+372528	15651.8	1	0	         
842	0.77	0.41	2CXO J042127.7+325037	18792.5	1	0	         
843	0.56	0.05	2CXO J131310.1+051942	1982.9	1	0	         
844	0.58	0.09	2CXO J025454.3+414006	181645	5	0	         
845	1.53	0	2CXO J224718.7+033650	48965.6	1	0	         
846	0.37	0.38	2CXO J170917.2+615322	4056.8	1	0	         
847	0.79	0.01	2CXO J221009.9-360519	5058.3	1	0	         
848	0.56	0.12	2CXO J100141.4+020050	193394.5	6	1	79298.9
849	1.54	0.01	2CXO J100255.8+013730	49528.9	2	0	         
850	0.88	0.07	2CXO J163619.1+410436	73385.2	1	0	         
851	0.53	0.18	2CXO J172328.4+592947	27797	1	0	         
852	0.54	0.27	2CXO J090331.9+011804	19790.5	1	0	         
853	1.01	0	2CXO J123301.7+472455	9923.8	1	0	         
854	0.8	0.05	2CXO J161007.1+535813	4700.2	1	0	         
855	0.93	0	2CXO J141531.4+113157	127042.8	2	0	         
856	0.47	0.13	2CXO J130700.6+233805	3499.7	1	0	         
857	0.57	0.39	2CXO J111239.1+353928	19449.2	1	0	         
858	0.55	0.09	2CXO J100201.5+020329	290058.7	9	0	         
859	0.61	0.04	2CXO J194719.3+444942	3592.3	1	0	         
860	1.48	0.07	2CXO J004342.7+004841	4603.4	1	0	         
861	0.39	0.2	2CXO J103308.8+575719	36991.1	1	0	         
862	0.61	0.28	2CXO J103352.7+581340	11916.5	1	0	         
863	0.92	0	2CXO J095855.2+022713	284048.8	8	0	         
864	0.96	0.02	2CXO J053959.0-283752	29793.8	1	0	         
865	0.63	0.18	2CXO J085554.4+370900	10325.2	1	0	         
866	0.75	0.42	2CXO J100249.5+015532	195675.8	5	0	         
867	0.86	0.01	2CXO J111520.7+404326	29664.6	1	0	         
868	0.35	0.23	2CXO J104321.3+590943	71127.1	1	0	         
869	0.44	0.18	2CXO J160843.9+071508	1556.9	1	0	         
870	1.19	0	2CXO J035504.8-381142	4063.1	1	0	         
871	0.56	0.08	2CXO J160441.4+164538	1557	1	0	         
872	0.63	0.03	2CXO J172958.7+575838	2260.2	1	0	         
873	1.04	0.02	2CXO J084825.2+444808	186619.7	2	0	         
874	1.34	0	2CXO J013805.3-125210	49801.9	2	0	         
875	0.6	0.57	2CXO J105343.8+454042	19418.6	1	0	         
876	1.06	0	2CXO J083839.1+285852	1540.7	1	0	         
877	0.63	0.09	2CXO J084035.1+562419	15844.3	1	0	         
878	1.5	0	2CXO J140055.4-014234	49371	1	0	         
879	0.76	0.01	2CXO J145147.0-151220	4091.5	1	0	         
880	1.02	0	2CXO J142754.9+330009	9326.9	2	0	         
881	1.27	0	2CXO J100148.9+024821	198260.3	4	0	         
882	0.43	0.41	2CXO J014044.0-083712	1538.2	1	0	         
883	0.38	0.52	2CXO J160525.5-011031	4638.1	1	0	         
884	0.46	0.12	2CXO J114642.5+511029	15432.4	1	0	         
885	1.22	0	2CXO J232159.0+000738	4666.1	1	0	         
886	0.43	0.19	2CXO J085417.6+532735	1949.4	1	0	         
887	0.41	0.32	2CXO J234806.6+010043	23231.7	1	0	         
888	0.58	0.05	2CXO J013253.3-095239	8151.3	1	0	         
889	1.31	0.2	2CXO J021043.1-001817	7056.2	2	0	         
890	0.63	0.04	2CXO J151653.2+190048	1131.6	1	0	         
891	0.27	0.43	2CXO J104043.6+593409	1371.2	1	0	         
892	0.45	0.13	2CXO J123715.9+621213	1797291	17	0	         
893	1.11	0.13	2CXO J171927.2+273245	9985.2	1	0	         
894	1.1	0	2CXO J165158.5+432508	10050.4	1	0	         
895	1.52	0	2CXO J234812.8+010022	23231.7	1	0	         
896	0.39	0.78	2CXO J080937.8+421028	9945.8	1	0	         
897	0.85	0.01	2CXO J233209.7+194517	4663.4	1	0	         
898	1	0	2CXO J104130.1+000118	10303.9	1	0	         
899	0.91	0	2CXO J103233.6+574353	117739.9	3	0	         
900	1.09	0	2CXO J095757.5+023919	195911.5	4	0	         
901	1.23	0	2CXO J011309.0+153553	58494.5	1	0	         
902	1.36	0.24	2CXO J232640.5-000200	8838.9	1	0	         
903	0.6	0.38	2CXO J003631.0-431345	63700.5	1	0	         
904	0.43	0.17	2CXO J091100.3+542542	171046.6	2	0	         
905	1.13	0	2CXO J150842.1+332802	31317	1	0	         
906	1.22	0.11	2CXO J002716.1-014646	4691.8	1	0	         
907	0.48	0.85	2CXO J150401.3+005955	10219.8	1	0	         
908	0.66	0.52	2CXO J142545.5+332602	40057.2	3	0	         
909	0.62	0.22	2CXO J105518.1+570423	9392.8	2	0	         
910	0.94	0	2CXO J112751.1+243207	4205	1	0	         
911	1.01	0.03	2CXO J130619.6+262437	29591.7	1	0	         
912	0.83	0	2CXO J090714.4+520343	14865.6	1	0	         
913	0.66	0.02	2CXO J171544.0+600835	59333.5	2	0	         
914	1.03	0.01	2CXO J100656.4+345445	40507.7	1	0	         
915	0.75	0.02	2CXO J091023.3+541400	171046.5	2	0	         
916	1.29	0	2CXO J142904.6+294342	4374.2	1	0	         
917	1.11	0	2CXO J134047.9+401118	46984.6	1	0	         
918	1.25	0	2CXO J001306.1+000431	6658.7	1	0	         
919	0.47	0.12	2CXO J210451.8-071209	3104.1	1	0	         
920	0.99	0	2CXO J115115.6+003825	3686.6	1	0	         
921	0.96	0.03	2CXO J220501.1+003123	9429.6	1	0	         
922	1.29	0	2CXO J134414.0-002950	9629.9	1	0	         
923	0.52	0.7	2CXO J231309.7+002633	1134.3	1	0	         
924	1.36	0.01	2CXO J134424.5-000617	9633.3	1	0	         
925	0.66	0.1	2CXO J095820.5+073435	14138.7	1	0	         
926	0.94	0.1	2CXO J104351.8+584953	67082.5	1	0	         
927	0.26	0.39	2CXO J171450.4+601409	29670.6	1	0	         
928	0.59	0.06	2CXO J144932.7+002236	2148.4	1	0	         
929	0.6	0.04	2CXO J130747.9+064039	15848	1	0	         
930	1.51	0.09	2CXO J010702.1+005541	52639.2	2	0	         
931	0.54	0.14	2CXO J142512.9+340030	4714.1	1	0	         
932	1.49	0.01	2CXO J002707.7+170750	39935.8	1	0	         
933	0.52	0.08	2CXO J222852.6-075346	7036.2	1	0	         
934	0.97	0.5	2CXO J171516.5+632944	4252.7	1	0	         
935	1.12	0.01	2CXO J053957.1-284913	44577.1	2	0	         
936	0.61	0.07	2CXO J084907.2+445814	186616.7	2	0	         
937	1.13	0	2CXO J121057.0+095426	9972.9	1	0	         
938	1.04	0.28	2CXO J010113.3-002948	16808.5	1	0	         
939	0.65	0.3	2CXO J154316.4+540525	4545.9	1	0	         
940	0.8	0.01	2CXO J003131.4+003420	6682.3	1	0	         
941	0.61	0.04	2CXO J073502.3+265911	3982.6	1	0	         
942	1.03	0.08	2CXO J145116.0-000628	25741.2	1	0	         
943	1.01	0.01	2CXO J022353.6+421221	4396.9	1	0	         
944	0.52	0.14	2CXO J122915.7+473622	6944.5	1	0	         
945	0.59	0.04	2CXO J123618.5+621115	1797266.2	17	0	         
946	0.45	0.35	2CXO J153924.6+032453	4405.7	1	0	         
947	0.62	0.03	2CXO J115138.1+561331	1821.5	1	0	         
948	1.2	0	2CXO J100305.0+015156	96703.4	2	0	         
949	1.09	0.04	2CXO J100005.9+015453	290987.5	6	1	79298.9
950	0.58	0.05	2CXO J092712.6+294344	26658.7	1	0	         
951	0.67	0.09	2CXO J143756.4+351937	4612.9	1	0	         
952	1	0	2CXO J115707.3+333257	35588.3	2	0	         
953	0.62	0.03	2CXO J215841.9-011500	3879.4	1	0	         
954	0.5	0.08	2CXO J033154.4-274159	908606.2	13	0	         
955	0.76	0.49	2CXO J021122.6-001005	4886.9	1	0	         
956	0.57	0.22	2CXO J093701.7+232435	4900.4	1	0	         
957	0.64	0.03	2CXO J210211.5-064644	3773	1	0	         
958	1.07	0	2CXO J114044.4-262920	39273	1	0	         
959	1.26	0	2CXO J233023.4+000811	17766.5	2	0	         
960	0.79	0.01	2CXO J090843.2+285230	2002.9	1	0	         
961	0.45	0.13	2CXO J144231.7+011055	11007.6	1	0	         
962	0.97	0.01	2CXO J033216.1-275644	3822924.9	53	0	         
963	1.49	0	2CXO J141111.2+121737	14274.5	1	0	         
964	1.02	0.02	2CXO J122941.0+111942	34609	1	0	         
965	0.69	0.18	2CXO J104442.6+591919	65748.5	1	0	         
966	0.4	0.76	2CXO J114455.1+495211	18234.6	1	0	         
967	0.62	0.04	2CXO J124035.8-002919	4658.4	1	0	         
968	0.6	0.06	2CXO J123107.8+254734	23157.8	1	0	         
969	1.24	0	2CXO J100131.8+023334	231937	7	0	         
970	0.46	0.2	2CXO J100123.0+020851	238469.2	7	1	79298.9
971	1.46	0	2CXO J124135.8+093931	5156.3	1	0	         
972	1.08	0.21	2CXO J114445.9+055054	19822.5	1	0	         
973	1.06	0.04	2CXO J003339.0-432554	36610.8	1	0	         
974	1.17	0	2CXO J104600.7+042527	9906.4	1	0	         
975	0.61	0.34	2CXO J081427.5+514516	6846.6	1	0	         
976	1.06	0.05	2CXO J161112.1+115733	76303.4	1	0	         
977	0.89	0.01	2CXO J021808.5-051224	84472.7	1	0	         
978	1.41	0.01	2CXO J010510.2+000855	14954.7	1	0	         
979	0.61	0.15	2CXO J104505.0+585947	199822.3	3	0	         
980	0.73	0.02	2CXO J091646.0+283526	5002.3	1	0	         
981	0.76	0.33	2CXO J145111.7+580002	94616.2	2	0	         
982	1.15	0	2CXO J131708.7+291118	111355.7	1	0	         
983	0.69	0.06	2CXO J234053.0-090314	26324.7	1	0	         
984	0.5	0.65	2CXO J012523.4-091741	9949.5	1	0	         
985	0.6	0.1	2CXO J013847.5-103127	14571.4	1	0	         
986	0.94	0.29	2CXO J231815.0-421347	29667.9	1	0	         
987	1.16	0.01	2CXO J091044.9+174430	41682.5	2	0	         
988	0.62	0.38	2CXO J154018.0+304438	7982.2	1	0	         
989	0.47	0.73	2CXO J150827.1+561239	14720	1	0	         
990	1.2	0.01	2CXO J095914.8+014245	246669	5	0	         
991	0.71	0.02	2CXO J084856.7+445226	186600.6	2	0	         
992	0.67	0.09	2CXO J124246.0+122405	10622.1	1	0	         
993	1.16	0.44	2CXO J091847.4+064704	4897.2	1	0	         
994	1.3	0.04	2CXO J033226.1-273712	625914.8	7	0	         
995	1.32	0.62	2CXO J134952.7+050458	10888.7	1	0	         
996	1.53	0	2CXO J110556.1+031243	4090.5	1	0	         
997	1.29	0.05	2CXO J121359.2+293617	5023.6	1	0	         
998	1	0.73	2CXO J211614.2-001036	9453.2	1	0	         
999	0.66	0.02	2CXO J143120.5+395241	2856.9	1	0	         
1000	0.56	0.31	2CXO J134001.2+004607	19917.3	1	0	         
1001	1.34	0	2CXO J100115.2+024812	148571.9	4	0	         
1002	0.54	0.16	2CXO J104543.2+590657	132891.7	2	0	         
1003	0.59	0.33	2CXO J124139.0+074348	5282.6	1	0	         
1004	0.71	0.01	2CXO J082324.7+222303	5617.3	1	0	         
1005	0.54	0.12	2CXO J171614.6+671343	51727	1	0	         
1006	0.69	0.22	2CXO J104644.7+591116	131132.7	2	0	         
1007	0.56	0.08	2CXO J144250.1+092001	1538.5	1	0	         
1008	1.08	0	2CXO J100156.7+025312	99381.6	2	0	         
1009	1.21	0	2CXO J135544.4+402536	5390.1	1	0	         
1010	0.52	0.09	2CXO J100007.3+024043	265160.2	10	0	         
1011	1.32	0.06	2CXO J115946.7-010449	14859	1	0	         
1012	1.03	0	2CXO J023430.6+243835	3935.7	1	0	         
1013	1.18	0	2CXO J100055.6+023109	232257.6	8	0	         
1014	1.09	0.01	2CXO J095905.7+024026	240947.9	8	0	         
1015	0.51	0.19	2CXO J011927.4-083133	15437.2	1	0	         
1016	0.84	0.33	2CXO J143030.2-001115	1945.4	1	0	         
1017	0.75	0.35	2CXO J164435.3+420029	7848.1	1	0	         
1018	0.47	0.28	2CXO J133529.7+380432	25145.6	1	0	         
1019	1	0	2CXO J130456.9+395529	4699.4	1	0	         
1020	0.27	0.47	2CXO J050924.0-672124	111188.2	3	0	         
1021	0.59	0.05	2CXO J142258.2+193322	7939.4	1	0	         
1022	1.43	0	2CXO J152442.5+292701	4249.9	1	0	         
1023	1.38	0.02	2CXO J105807.4+012843	10053.5	1	0	         
1024	0.88	0	2CXO J103715.3+465014	19366.6	1	0	         
1025	0.72	0.03	2CXO J104251.3+591159	71127.1	1	0	         
1026	0.61	0.07	2CXO J112820.8-011441	8628.4	1	0	         
1027	1.13	0.69	2CXO J162807.0+442738	9946.4	1	0	         
1028	1.13	0.08	2CXO J104452.0+384007	4897.1	1	0	         
1029	0.95	0.58	2CXO J112952.7-013128	4815	1	0	         
1030	0.73	0.01	2CXO J084304.8+292953	34546.6	2	0	         
1031	1.4	0	2CXO J114405.6+195735	47483.4	1	0	         
1032	1.18	0	2CXO J100627.8+320219	10888.7	1	0	         
1033	1.61	0	2CXO J100209.0+021837	239284.6	5	0	         
1034	0.9	0	2CXO J164407.6+415748	7848.1	1	0	         
1035	0.77	0.22	2CXO J142811.7+332008	18811.1	4	0	         
1036	0.41	0.16	2CXO J100129.6+545438	4003.5	1	0	         
1037	1.16	0	2CXO J144842.4+042403	8931	1	0	         
1038	1.54	0	2CXO J101246.5+061604	14874.6	1	0	         
1039	0.25	0.41	2CXO J100136.5+025303	49432.2	1	0	         
1040	1.44	0.02	2CXO J212511.1-072007	6879.5	1	0	         
1041	0.76	0.29	2CXO J080152.1+521211	4090.5	1	0	         
1042	1.34	0.01	2CXO J100159.8+013134	93984	3	0	         
1043	0.99	0	2CXO J123253.0+364358	16055	1	0	         
1044	1.41	0.24	2CXO J143259.3-011148	21411.8	1	0	         
1045	0.72	0.02	2CXO J222202.2+195231	2410.7	1	0	         
1046	0.61	0.04	2CXO J140034.7+004733	3074.2	1	0	         
1047	0.72	0.22	2CXO J090912.4+000221	1336.5	1	0	         
1048	0.97	0	2CXO J132801.2+573112	22405.8	1	0	         
1049	0.37	0.23	2CXO J100100.3+024413	190071	7	0	         
1050	1.19	0	2CXO J143220.1+331511	4612.2	1	0	         
1051	0.97	0	2CXO J232424.7+144254	4982.5	1	0	         
1052	0.85	0.19	2CXO J103322.1+573259	199679.9	5	0	         
1053	1.4	0.17	2CXO J141430.2-001358	26133.4	2	0	         
1054	0.87	0.16	2CXO J053920.1-283637	14773.7	1	0	         
1055	0.56	0.05	2CXO J092713.8+294335	26658.7	1	0	         
1056	1.45	0	2CXO J005427.7+124426	19591.8	1	0	         
1057	1.53	0	2CXO J010506.4-061509	9817.1	1	0	         
1058	0.64	0.04	2CXO J133422.6+475033	11595.5	1	0	         
1059	0.42	0.28	2CXO J003504.4-431610	31743.3	1	0	         
1060	0.97	0.73	2CXO J135605.7+180502	1291.2	1	0	         
1061	0.49	0.09	2CXO J141956.6+060749	9921.9	1	0	         
1062	0.49	0.4	2CXO J080120.7+133957	13189.5	1	0	         
1063	1.4	0	2CXO J114356.8+195649	47483.4	1	0	         
1064	1.11	0	2CXO J112551.8+502803	9724.9	1	0	         
1065	1.16	0.01	2CXO J023529.0-092512	5262	1	0	         
1066	1.11	0.01	2CXO J142352.4+224744	34276.1	2	0	         
1067	0.45	0.19	2CXO J082133.8+210818	59372.3	2	0	         
1068	0.48	0.35	2CXO J115651.1+233106	4990	1	0	         
1069	0.76	0.01	2CXO J134652.7+392411	5968.5	1	0	         
1070	1.21	0.04	2CXO J095700.4+284041	9999.8	1	0	         
1071	1.12	0	2CXO J100141.8+024927	198260.3	4	0	         
1072	0.49	0.11	2CXO J162933.6+253200	2958.4	1	0	         
1073	1.14	0.01	2CXO J033319.5-274950	568245.6	9	0	         
1074	1.1	0.6	2CXO J102223.2+125739	9998.4	1	0	         
1075	1.12	0	2CXO J104459.6+365604	4836.7	1	0	         
1076	0.58	0.05	2CXO J111816.5-324850	21192.8	1	0	         
1077	1.22	0.01	2CXO J120837.6+000920	4617.9	1	0	         
1078	1.44	0	2CXO J095836.5+074556	14138.7	1	0	         
1079	0.61	0.36	2CXO J104321.0+313354	9914.1	1	0	         
1080	1.5	0.04	2CXO J104233.8+010207	1634.4	1	0	         
1081	0.7	0.04	2CXO J033314.8-275749	699592.3	9	0	         
1082	1.05	0	2CXO J141508.2-002549	115033.8	4	0	         
1083	1.59	0	2CXO J134329.4+000422	9822.8	1	0	         
1084	0.64	0.04	2CXO J233158.8+194439	4663.4	1	0	         
1085	0.6	0.06	2CXO J143835.9+431459	3709.2	1	0	         
1086	1.18	0	2CXO J100717.2+124543	41063.7	1	0	         
1087	1.39	0	2CXO J205602.0-043645	88857.9	2	0	         
1088	0.58	0.55	2CXO J130307.8+191942	9973.9	1	0	         
1089	0.64	0.04	2CXO J114044.2-263129	39273	1	0	         
1090	0.54	0.12	2CXO J104803.1+591946	136535.9	2	0	         
1091	0.74	0.02	2CXO J015048.8+004126	3235.3	1	0	         
1092	0.62	0.53	2CXO J101957.5+253429	21707.1	1	0	         
1093	0.38	0.26	2CXO J100117.1+025255	49432.2	1	0	         
1094	0.88	0	2CXO J003346.2-431943	36610.9	1	0	         
1095	0.9	0	2CXO J103351.5+572502	38203.4	1	0	         
1096	1.01	0	2CXO J100216.7+013725	93987.1	3	0	         
1097	1.2	0	2CXO J104749.4+122748	375598.8	7	0	         
1098	0.33	0.35	2CXO J144948.4+581046	49044.5	1	0	         
1099	1.43	0	2CXO J091824.3+063653	4897.2	1	0	         
1100	0.63	0.15	2CXO J232734.7+002234	8838.8	1	0	         
1101	0.85	0	2CXO J035057.9-380536	24720.7	1	0	         
1102	1.31	0.22	2CXO J123227.9+141558	17870	1	0	         
1103	0.55	0.07	2CXO J141434.5+293428	2152.1	1	0	         
1104	0.47	0.12	2CXO J163033.9+401209	27386.4	1	0	         
1105	0.72	0.01	2CXO J100046.7+020404	240000	7	1	79298.9
1106	1.45	0	2CXO J100228.7+023731	146426.8	4	0	         
1107	0.84	0.27	2CXO J023250.1-364624	5022.4	1	0	         
1108	1.41	0	2CXO J133826.0-194231	77418.4	3	0	         
1109	1.03	0.1	2CXO J095759.4+022810	147467.7	3	0	         
1110	0.62	0.04	2CXO J092405.3+141021	29744.4	1	0	         
1111	0.91	0	2CXO J100443.4+480156	8627.8	1	0	         
1112	0.54	0.09	2CXO J103209.7+573850	79198.4	2	0	         
1113	1.42	0	2CXO J025959.6+004813	4658.8	1	0	         
1114	1.23	0	2CXO J143016.1+351923	8847.2	2	0	         
1115	0.61	0.04	2CXO J215334.8+173631	104850.3	2	0	         
1116	0.86	0	2CXO J091342.4+372603	5060.4	1	0	         
1117	1	0	2CXO J161347.7+290911	4042.7	1	0	         
1118	0.74	0.02	2CXO J165637.0+371439	1985.1	1	0	         
1119	1.2	0	2CXO J100228.6+024901	99369.3	2	0	         
1120	0.99	0	2CXO J041604.3-205627	4861.8	1	0	         
1121	1.01	0.07	2CXO J171927.0+273433	9985.2	1	0	         
1122	0.74	0.02	2CXO J140714.2+023601	5471.5	1	0	         
1123	0.45	0.15	2CXO J144738.2+082546	11999.3	1	0	         
1124	0.59	0.1	2CXO J100046.8+014737	290202.8	8	0	         
1125	1.55	0	2CXO J002733.7-013452	4691.8	1	0	         
